"","cor","beta_sse"
"1",0.1,0.00428682207908411
"2",0.1,0.00352510417582854
"3",0.1,0.00455917678240515
"4",0.1,0.00410119593414173
"5",0.1,0.00430960614096203
"6",0.1,0.00347501183589809
"7",0.1,0.00553183513873636
"8",0.1,0.00250778362412848
"9",0.1,0.00428291535459993
"10",0.1,0.00480856888469106
"11",0.1,0.00515832865643754
"12",0.1,0.00236248872190603
"13",0.1,0.00334662804121747
"14",0.1,0.0047285012993413
"15",0.1,0.00250364092475757
"16",0.1,0.0047159445863497
"17",0.1,0.00765644488443156
"18",0.1,0.00284703674597595
"19",0.1,0.00518742914152036
"20",0.1,0.00371834606695413
"21",0.1,0.00271103132345782
"22",0.1,0.00228753187849743
"23",0.1,0.00313791226889358
"24",0.1,0.00382974828154965
"25",0.1,0.00375816850387569
"26",0.1,0.00465310878961322
"27",0.1,0.00391290197167743
"28",0.1,0.00203652755319772
"29",0.1,0.00510987553102646
"30",0.1,0.00232946916160375
"31",0.1,0.00479979317519647
"32",0.1,0.00478260703315386
"33",0.1,0.00281638809745828
"34",0.1,0.00418810522543982
"35",0.1,0.00320291574522832
"36",0.1,0.00473859941160725
"37",0.1,0.00501783205994482
"38",0.1,0.00302440992646308
"39",0.1,0.00341692539388378
"40",0.1,0.00330459001498201
"41",0.1,0.00235413948335372
"42",0.1,0.00371247716952102
"43",0.1,0.00203370715617727
"44",0.1,0.00296460638757695
"45",0.1,0.004650371723063
"46",0.1,0.00457506354555394
"47",0.1,0.00401320663535355
"48",0.1,0.00298516623424762
"49",0.1,0.00518883225828986
"50",0.1,0.00481803035586008
"51",0.1,0.00283696108764616
"52",0.1,0.00495476263433797
"53",0.1,0.0027592414786939
"54",0.1,0.00432664785150025
"55",0.1,0.00376226650943675
"56",0.1,0.00302217471962762
"57",0.1,0.00615073960024159
"58",0.1,0.0028923972114401
"59",0.1,0.00206522394207137
"60",0.1,0.00520678180002371
"61",0.1,0.00536712765031665
"62",0.1,0.00301207351877386
"63",0.1,0.00452470245759044
"64",0.1,0.00445355398508502
"65",0.1,0.00433878125168579
"66",0.1,0.00407949221635084
"67",0.1,0.00557909200925666
"68",0.1,0.00286243322794213
"69",0.1,0.00227495844050693
"70",0.1,0.00391563469842483
"71",0.1,0.00425841004650898
"72",0.1,0.00416866337971676
"73",0.1,0.00422732157284997
"74",0.1,0.00381019915995669
"75",0.1,0.00303595880705181
"76",0.1,0.00254761394886961
"77",0.1,0.00495010388574575
"78",0.1,0.00432263901457133
"79",0.1,0.00429919685481023
"80",0.1,0.00337019774748373
"81",0.1,0.00277296390339968
"82",0.1,0.00320107596161084
"83",0.1,0.00371685053876206
"84",0.1,0.00450465065031965
"85",0.1,0.00472297109042312
"86",0.1,0.0038830610800838
"87",0.1,0.00296258272538813
"88",0.1,0.0036612749289225
"89",0.1,0.00279490179090351
"90",0.1,0.00477660214417929
"91",0.1,0.00493099054923858
"92",0.1,0.00280983002854748
"93",0.1,0.00282674208208865
"94",0.1,0.00698235592497824
"95",0.1,0.00433939327391584
"96",0.1,0.00477860633435506
"97",0.1,0.0056791412160944
"98",0.1,0.00324182614374288
"99",0.1,0.00588267327992301
"100",0.1,0.00666114589020558
"101",0.3,0.00397391089075884
"102",0.3,0.0524608201355937
"103",0.3,0.00304710133855219
"104",0.3,0.0169909336215793
"105",0.3,0.0692405226783355
"106",0.3,0.033634295855498
"107",0.3,0.0128361482392061
"108",0.3,0.0242644961465451
"109",0.3,0.0177344117493144
"110",0.3,0.00193137367697455
"111",0.3,0.0062871249767262
"112",0.3,0.0241735914637726
"113",0.3,0.0302172612943103
"114",0.3,0.0268497513485631
"115",0.3,0.00734886951857741
"116",0.3,0.0435740130285687
"117",0.3,0.0268757927191058
"118",0.3,0.00907926588412218
"119",0.3,0.00660538537099494
"120",0.3,0.0179961810008942
"121",0.3,0.0376949307975126
"122",0.3,0.0220525934062846
"123",0.3,0.00716044052063711
"124",0.3,0.00688017721857879
"125",0.3,0.0375963985552054
"126",0.3,0.0188708070242331
"127",0.3,0.0051915603294562
"128",0.3,0.0128765914688378
"129",0.3,0.042402335547313
"130",0.3,0.0262831434984822
"131",0.3,0.0142611214347765
"132",0.3,0.0108136133680041
"133",0.3,0.0142606028073908
"134",0.3,0.00502246533905313
"135",0.3,0.00911631439351533
"136",0.3,0.0530623260707808
"137",0.3,0.00935752949823348
"138",0.3,0.0174717139935444
"139",0.3,0.00905127428576052
"140",0.3,0.0339623852533785
"141",0.3,0.0131064643221241
"142",0.3,0.00556126780149536
"143",0.3,0.0478812681906512
"144",0.3,0.04268992690283
"145",0.3,0.0499037416278605
"146",0.3,0.0565277531547019
"147",0.3,0.00775212328497534
"148",0.3,0.00790199292135111
"149",0.3,0.0555952562155823
"150",0.3,0.00925481887646963
"151",0.3,0.0420624341804436
"152",0.3,0.0294656731419971
"153",0.3,0.0275755743419215
"154",0.3,0.0446618188242916
"155",0.3,0.00464206442864991
"156",0.3,0.0496571809423961
"157",0.3,0.0426179819636554
"158",0.3,0.051340152249751
"159",0.3,0.0216604709000546
"160",0.3,0.0445397349930712
"161",0.3,0.0233173923339569
"162",0.3,0.0539815790774179
"163",0.3,0.0164159205145608
"164",0.3,0.100243542969117
"165",0.3,0.0643328281381577
"166",0.3,0.0372123095000225
"167",0.3,0.030531197910465
"168",0.3,0.00522402589520533
"169",0.3,0.0307126731659743
"170",0.3,0.0190365522458748
"171",0.3,0.0218730156414645
"172",0.3,0.0573305748095774
"173",0.3,0.00283701409197759
"174",0.3,0.00692358054744728
"175",0.3,0.0268272134887023
"176",0.3,0.048803333670632
"177",0.3,0.0343495673307496
"178",0.3,0.0554621763548942
"179",0.3,0.0255657703729551
"180",0.3,0.0153102654345767
"181",0.3,0.0180413991952549
"182",0.3,0.0550945108805843
"183",0.3,0.0516495132665763
"184",0.3,0.0603061886586683
"185",0.3,0.038386386429638
"186",0.3,0.00490597382547312
"187",0.3,0.0247064610346838
"188",0.3,0.0357905813816144
"189",0.3,0.0402073088629523
"190",0.3,0.0166132619545832
"191",0.3,0.00693806625123215
"192",0.3,0.00970372596197515
"193",0.3,0.0342300866121771
"194",0.3,0.0056962725642627
"195",0.3,0.034951692850503
"196",0.3,0.0127836384495081
"197",0.3,0.03458483903498
"198",0.3,0.00591472545093754
"199",0.3,0.0527249844323669
"200",0.3,0.0087344057352839
"201",0.5,0.0024403928820961
"202",0.5,0.00475993662370365
"203",0.5,0.0034068242893457
"204",0.5,0.00245129507338932
"205",0.5,0.0388349380686321
"206",0.5,0.0686584012710098
"207",0.5,0.00317937666380738
"208",0.5,0.0567967561190666
"209",0.5,0.0313881292203974
"210",0.5,0.0106492122853822
"211",0.5,0.0227422385364931
"212",0.5,0.0135570434200644
"213",0.5,0.0415679708505326
"214",0.5,0.0205790996700588
"215",0.5,0.0373277690050738
"216",0.5,0.0168114991508285
"217",0.5,0.0425578467747942
"218",0.5,0.00646400565707707
"219",0.5,0.0245930840965064
"220",0.5,0.00818704389344977
"221",0.5,0.0256498055485484
"222",0.5,0.0140021035992111
"223",0.5,0.0179478634799886
"224",0.5,0.031746243819657
"225",0.5,0.0292565825121197
"226",0.5,0.00742652321499497
"227",0.5,0.00689590247488941
"228",0.5,0.0181007930652321
"229",0.5,0.0235075214150066
"230",0.5,0.0146084471742427
"231",0.5,0.00752838039990255
"232",0.5,0.0115465886514882
"233",0.5,0.0130047308856724
"234",0.5,0.00564767309679305
"235",0.5,0.00652834456868724
"236",0.5,0.00804776453511181
"237",0.5,0.029673037617956
"238",0.5,0.0211226316036652
"239",0.5,0.00781432443579928
"240",0.5,0.0252641178999993
"241",0.5,0.04883120067589
"242",0.5,0.00973475879234915
"243",0.5,0.00876092704115271
"244",0.5,0.00258748022098706
"245",0.5,0.00323516935388372
"246",0.5,0.00883930708649179
"247",0.5,0.0355345876673322
"248",0.5,0.0598642158249489
"249",0.5,0.0257636150250887
"250",0.5,0.0262501950508495
"251",0.5,0.0395323094243984
"252",0.5,0.0211042122563545
"253",0.5,0.0224396281837845
"254",0.5,0.0184934489117614
"255",0.5,0.011111838201184
"256",0.5,0.00701079857704281
"257",0.5,0.0410981767540391
"258",0.5,0.0188913887870633
"259",0.5,0.0511104744646321
"260",0.5,0.0273487442144724
"261",0.5,0.062192463249468
"262",0.5,0.0169151888188985
"263",0.5,0.00999397773076567
"264",0.5,0.0107949574751021
"265",0.5,0.0297675619338991
"266",0.5,0.0075186837059893
"267",0.5,0.0211283136690574
"268",0.5,0.050101048433363
"269",0.5,0.00670243484909997
"270",0.5,0.0037292107515727
"271",0.5,0.0142241879956132
"272",0.5,0.0281383455654694
"273",0.5,0.0148743414368381
"274",0.5,0.0422272831120682
"275",0.5,0.0322816858421827
"276",0.5,0.0274395814719886
"277",0.5,0.0101772381718789
