"","n_wbc","pct_weak_identified","beta_sse_forward"
"149",6,62.5,0.0419426766380457
"150",6,68.75,0.00953874332321557
"151",6,43.75,0.0148090605727273
"152",6,43.75,0.022963711924645
"153",6,75,0.0509175491030033
"154",6,43.75,0.0113183515045425
"155",6,62.5,0.0266363448300654
"156",6,75,0.0426987224686646
"157",6,68.75,0.0134770031470594
"158",6,75,0.0136786029697554
"159",6,37.5,0.00547844235497673
"160",6,56.25,0.0082945824603006
"161",6,75,0.00397866530119533
"162",6,62.5,0.00364301745361054
"163",6,75,0.0339514917994068
"164",6,50,0.0150126363051311
"165",6,68.75,0.00344483188550142
"166",6,62.5,0.0273035899879118
"167",6,75,0.0145185704667897
"168",6,68.75,0.0205453251343682
"169",6,68.75,0.012098670549146
"170",6,68.75,0.0243733509069894
"171",6,75,0.00863199174890072
"172",6,56.25,0.0049910257982853
"173",6,62.5,0.00335286095315383
"174",6,68.75,0.0242973016737862
"175",6,56.25,0.00321837485273244
"176",6,62.5,0.0218957581701681
"177",6,62.5,0.0208286412541706
"178",6,62.5,0.00665037509666479
"179",6,50,0.0165817147399813
"180",6,75,0.0153176311532555
"181",6,75,0.0307376829410812
"182",6,56.25,0.0140398418872368
"183",6,62.5,0.0160631481502389
"184",6,62.5,0.0278937423278938
"185",6,56.25,0.00259904896571871
"186",6,50,0.0189214728374954
"187",6,68.75,0.018025568936073
"188",6,81.25,0.0208557186570361
"189",6,43.75,0.00539139780260137
"190",6,62.5,0.0154137335635376
"191",6,56.25,0.0193215862759125
"192",6,50,0.0090265736094688
"193",6,56.25,0.0237417293576478
"194",6,62.5,0.00856241516545951
"195",6,56.25,0.0175105451260926
"196",6,56.25,0.00257445958053734
"197",6,62.5,0.0221023288299736
"198",6,87.5,0.0578517286257554
"199",6,62.5,0.00944407495412428
"200",6,68.75,0.00433397406036126
"201",7,70.5882352941177,0.0361747937555348
"202",7,58.8235294117647,0.00388439682178379
"203",7,64.7058823529412,0.0503491801383162
"204",7,70.5882352941177,0.00370086597859908
"205",7,52.9411764705882,0.00623094863545834
"206",7,52.9411764705882,0.0112777562951043
"207",7,70.5882352941177,0.00633668402230585
"208",7,64.7058823529412,0.00257076808346467
"209",7,47.0588235294118,0.0179662394028565
"210",7,58.8235294117647,0.00930653270372116
"211",7,58.8235294117647,0.00823849738749506
"212",7,47.0588235294118,0.00918481715023468
"213",7,52.9411764705882,0.0102045060660606
"214",7,58.8235294117647,0.0306592553321639
"215",7,64.7058823529412,0.0041078353270933
"216",7,76.4705882352941,0.0489113238131285
"217",7,64.7058823529412,0.00522719196140575
"218",7,52.9411764705882,0.0152350201599525
"219",7,41.1764705882353,0.0145195539465929
"220",7,52.9411764705882,0.0413345424351807
"221",7,58.8235294117647,0.00562098353575054
"222",7,58.8235294117647,0.0100804991322715
"223",7,35.2941176470588,0.0104872801052443
"224",7,58.8235294117647,0.00675801819904495
"225",7,70.5882352941177,0.0410703786725399
"226",7,70.5882352941177,0.00638988806801468
"227",7,64.7058823529412,0.0150424212146366
"228",7,64.7058823529412,0.0162341056136531
"229",7,64.7058823529412,0.0275433239067071
"230",7,70.5882352941177,0.00484501591932995
"231",7,58.8235294117647,0.008773563973369
"232",7,70.5882352941177,0.0141698351414815
"233",7,70.5882352941177,0.0261410291994501
"234",7,35.2941176470588,0.00835303383619825
"235",7,52.9411764705882,0.00965674940591666
"236",7,64.7058823529412,0.0172875618778018
"237",7,64.7058823529412,0.0112499900893555
"238",7,64.7058823529412,0.0153612424555215
"239",7,52.9411764705882,0.0227766985432079
"240",7,58.8235294117647,0.0107375781634212
"241",7,47.0588235294118,0.0330519006583819
"242",7,52.9411764705882,0.00878096604506396
"243",7,58.8235294117647,0.0108011915919113
"244",7,64.7058823529412,0.0317381104451753
"245",7,58.8235294117647,0.00723224602125418
"246",7,41.1764705882353,0.0223518207282872
"247",7,70.5882352941177,0.00994663382403467
"248",7,58.8235294117647,0.0172254265069607
"249",7,70.5882352941177,0.0438914888966186
"250",7,52.9411764705882,0.00944934471980566
"251",7,47.0588235294118,0.0335417210369647
"252",7,76.4705882352941,0.0266116664452802
"253",7,58.8235294117647,0.0205795238945444
"254",7,58.8235294117647,0.00360218748380175
"255",7,35.2941176470588,0.0232543607015565
"256",7,52.9411764705882,0.0150623254438645
"257",7,70.5882352941177,0.0236603137863013
"258",7,70.5882352941177,0.00467398321561186
"259",7,52.9411764705882,0.0107445755604357
"260",7,64.7058823529412,0.0453467105015533
"261",7,58.8235294117647,0.0176622696104031
"262",7,58.8235294117647,0.0170091595493867
"263",7,70.5882352941177,0.00340209295490781
"264",7,52.9411764705882,0.0158515888205423
"265",7,64.7058823529412,0.0309869171899959
"266",7,70.5882352941177,0.0291379198789919
"267",7,58.8235294117647,0.011502570484788
"268",7,76.4705882352941,0.0134514549371793
"269",7,52.9411764705882,0.0154529212564871
"270",7,58.8235294117647,0.00555588159729725
"271",7,64.7058823529412,0.00257624512902553
"272",7,52.9411764705882,0.022938971497219
"273",7,70.5882352941177,0.0103298861060861
"274",7,52.9411764705882,0.00439182795781343
"275",7,52.9411764705882,0.0155146783956348
"276",7,35.2941176470588,0.0284639466404534
"277",7,58.8235294117647,0.0107826724286231
"278",7,52.9411764705882,0.0200160353887189
"279",7,52.9411764705882,0.0192328844078035
"280",7,41.1764705882353,0.0113677105481408
"281",7,64.7058823529412,0.0268686724704619
"282",7,47.0588235294118,0.00716005930217948
"283",7,64.7058823529412,0.0145647148360563
"284",7,58.8235294117647,0.031248778024861
"285",7,52.9411764705882,0.0327224639572243
"286",7,52.9411764705882,0.0319281189641148
"287",7,64.7058823529412,0.0119639786714846
"288",7,58.8235294117647,0.0167861870197861
"289",7,41.1764705882353,0.0294046293610812
"290",7,52.9411764705882,0.0131320471602661
"291",7,52.9411764705882,0.0143454790811039
"292",7,47.0588235294118,0.0315451144856681
"293",7,64.7058823529412,0.0200575223782709
"294",7,70.5882352941177,0.0336176182641878
"295",7,70.5882352941177,0.0201564308897018
"296",7,70.5882352941177,0.00534902043388214
"297",7,64.7058823529412,0.0396608899598257
"298",7,70.5882352941177,0.0382391757449387
"299",7,52.9411764705882,0.0268042188346415
"300",7,52.9411764705882,0.0174989943404513
"301",8,50,0.0276026287306491
"302",8,77.7777777777778,0.0349521708407035
"303",8,50,0.00331300147110407
"304",8,66.6666666666667,0.0277939853168172
"305",8,66.6666666666667,0.0049037190009973
"306",8,66.6666666666667,0.00799961452657833
"307",8,50,0.0114479771272505
"308",8,72.2222222222222,0.0173481353786315
"309",8,66.6666666666667,0.0278754728371771
"310",8,61.1111111111111,0.00911941204966191
"311",8,77.7777777777778,0.0405770169753224
"312",8,72.2222222222222,0.00519877720104971
"313",8,61.1111111111111,0.0422418494506064
"314",8,61.1111111111111,0.0163997954276151
"315",8,66.6666666666667,0.0038815447690785
"316",8,55.5555555555556,0.0251435256078732
"317",8,61.1111111111111,0.00516694130777855
"318",8,72.2222222222222,0.0557686585745638
"319",8,66.6666666666667,0.0166021459769981
"320",8,66.6666666666667,0.0082645238365538
"321",8,61.1111111111111,0.0113842316954695
"322",8,61.1111111111111,0.0142086266045583
"323",8,55.5555555555556,0.0148983209411215
"324",8,55.5555555555556,0.0103799923097296
"325",8,55.5555555555556,0.00510765675271386
"326",8,66.6666666666667,0.023027308179179
"327",8,44.4444444444444,0.0324273187204661
"328",8,55.5555555555556,0.0229437906474417
"329",8,66.6666666666667,0.0384389336059313
"330",8,61.1111111111111,0.0101147912625702
"331",8,50,0.0408560699839287
"332",8,44.4444444444444,0.0233995939865373
"333",8,50,0.0253073404450113
"334",8,55.5555555555556,0.0197747287200259
"335",8,72.2222222222222,0.00395966709908132
"336",8,72.2222222222222,0.011587687432699
"337",8,61.1111111111111,0.0239775236663429
"338",8,66.6666666666667,0.00460162757835917
"339",8,77.7777777777778,0.0166748464824672
"340",8,77.7777777777778,0.00672818921688527
"341",8,72.2222222222222,0.012657465366448
"342",8,55.5555555555556,0.0127329899571277
"343",8,72.2222222222222,0.0144965450782508
"344",8,55.5555555555556,0.00394083137393177
"345",8,72.2222222222222,0.0187002701749137
"346",8,55.5555555555556,0.0116971225219795
"347",8,50,0.0169825668016656
"348",8,55.5555555555556,0.00875401747515248
"349",8,66.6666666666667,0.00840216274169916
"350",8,66.6666666666667,0.0146273010369254
"351",8,66.6666666666667,0.0464343182002493
"352",8,55.5555555555556,0.00627643056809679
"353",8,77.7777777777778,0.00697081279643365
"354",8,61.1111111111111,0.0124864696013311
"355",8,55.5555555555556,0.0140538086377503
"356",8,66.6666666666667,0.0368122498816523
"357",8,38.8888888888889,0.0122380634401666
"358",8,83.3333333333333,0.0115880557412991
"359",8,66.6666666666667,0.0188742747702131
"360",8,55.5555555555556,0.0259170844311301
"361",8,66.6666666666667,0.00657203355486239
"362",8,66.6666666666667,0.00285318827890687
"363",8,72.2222222222222,0.0526917976861403
"364",8,83.3333333333333,0.00465160065760964
"365",8,50,0.00337339389067322
"366",8,50,0.0181156391763036
"367",8,72.2222222222222,0.0283246592987033
"368",8,50,0.0560913042057165
"369",8,55.5555555555556,0.0369686574394813
"370",8,72.2222222222222,0.0387590508291909
"371",8,55.5555555555556,0.0311271609846493
"372",8,50,0.0169632647463848
"373",8,66.6666666666667,0.0237122703265059
"374",8,44.4444444444444,0.00677776954473013
"375",8,61.1111111111111,0.0168554119290717
"376",8,66.6666666666667,0.0315694068500927
"377",8,77.7777777777778,0.037790488391521
"378",8,38.8888888888889,0.0138363513202994
"379",8,66.6666666666667,0.015831947264697
"380",8,55.5555555555556,0.0309046177180996
"381",8,55.5555555555556,0.0165297761699258
"382",8,72.2222222222222,0.0304408695370064
"383",8,44.4444444444444,0.0149119941413259
"384",8,50,0.0181845391916639
"385",8,61.1111111111111,0.00495119567906246
"386",8,61.1111111111111,0.00545781668216882
"387",8,55.5555555555556,0.00868267178811182
"388",8,66.6666666666667,0.00588346663757543
"389",8,72.2222222222222,0.00648164986395524
"390",8,61.1111111111111,0.00364294749131638
"391",8,50,0.040352340890254
"392",8,50,0.009699724875903
"393",8,66.6666666666667,0.0112714480085246
"394",8,50,0.0116036157193535
"395",8,61.1111111111111,0.0248726785469187
"396",8,50,0.0168637712019405
"397",8,66.6666666666667,0.0319059542875917
"398",8,61.1111111111111,0.0178552554795193
"399",8,61.1111111111111,0.0235113890037457
"400",8,61.1111111111111,0.0302878728118244
"401",9,52.6315789473684,0.0321762971030169
"402",9,57.8947368421053,0.0262473992755335
"403",9,42.1052631578947,0.0172740193541997
"404",9,52.6315789473684,0.0126358028523203
"405",9,52.6315789473684,0.0410052903033545
"406",9,57.8947368421053,0.0409152568253044
"407",9,73.6842105263158,0.0195578191956216
"408",9,63.1578947368421,0.0119199117699268
"409",9,63.1578947368421,0.0469045228954492
"410",9,52.6315789473684,0.0192549859151434
"411",9,68.421052631579,0.017242248127141
"412",9,73.6842105263158,0.0566713996881074
"413",9,52.6315789473684,0.040730713671412
"414",9,57.8947368421053,0.00996747641296524
"415",9,63.1578947368421,0.0137888193581351
"416",9,68.421052631579,0.00235155837812979
"417",9,57.8947368421053,0.0242247578066929
"418",9,68.421052631579,0.0376626262718329
"419",9,63.1578947368421,0.0208182753222821
"420",9,57.8947368421053,0.00490992018577369
"421",9,57.8947368421053,0.0198560955007696
"422",9,84.2105263157895,0.00291863565621811
"423",9,57.8947368421053,0.0103844227955822
"424",9,26.3157894736842,0.038609014150429
"425",9,47.3684210526316,0.0301660395798784
"426",9,57.8947368421053,0.0174830085849689
"427",9,73.6842105263158,0.00436980872363393
"428",9,57.8947368421053,0.0486803093108978
"429",9,47.3684210526316,0.0173884283858931
"430",9,68.421052631579,0.023979735788132
"431",9,57.8947368421053,0.0275892091312594
"432",9,78.9473684210526,0.0591176185204999
"433",9,68.421052631579,0.0382615266608227
"434",9,63.1578947368421,0.00361473144844053
"435",9,57.8947368421053,0.00562567575914999
"436",9,63.1578947368421,0.00516441030360675
"437",9,73.6842105263158,0.00705004893930684
"438",9,52.6315789473684,0.0149290696461007
"439",9,52.6315789473684,0.00835034517153469
"440",9,68.421052631579,0.0539425181695413
"441",9,47.3684210526316,0.0423103434434785
"442",9,52.6315789473684,0.00792419454497426
"443",9,73.6842105263158,0.0330850838273804
"444",9,57.8947368421053,0.0134182393118809
"445",9,68.421052631579,0.00201574715272248
"446",9,42.1052631578947,0.013593144039545
"447",9,68.421052631579,0.0144203068491719
"448",9,42.1052631578947,0.025486203963471
"449",9,73.6842105263158,0.00250703735017892
"450",9,68.421052631579,0.00933764059951283
"451",9,57.8947368421053,0.0518581174825555
"452",9,52.6315789473684,0.0220017844599905
"453",9,57.8947368421053,0.0438237437745758
"454",9,73.6842105263158,0.00792943536925955
"455",9,68.421052631579,0.00373518529731922
"456",9,47.3684210526316,0.00430971594608147
"457",9,57.8947368421053,0.0213947822458301
"458",9,63.1578947368421,0.0115172495557283
"459",9,57.8947368421053,0.016642904436158
"460",9,63.1578947368421,0.00240100650767033
"461",9,57.8947368421053,0.00651251832415654
"462",9,57.8947368421053,0.00971073613869487
"463",9,47.3684210526316,0.00260823540947025
"464",9,52.6315789473684,0.0132437601733845
"465",9,52.6315789473684,0.024533691319647
"466",9,68.421052631579,0.0451809117255971
"467",9,63.1578947368421,0.0174554605714601
"468",9,63.1578947368421,0.0272862356605976
"469",9,47.3684210526316,0.0265614700422693
"470",9,42.1052631578947,0.015543819627579
"471",9,47.3684210526316,0.00385556828090603
"472",9,63.1578947368421,0.0447736588788492
"473",9,57.8947368421053,0.0159340789187851
"474",9,63.1578947368421,0.0206312937341063
"475",9,52.6315789473684,0.0445646468789326
"476",9,63.1578947368421,0.0095134514704568
"477",9,63.1578947368421,0.0198370516182285
"478",9,52.6315789473684,0.00972731010177033
"479",9,68.421052631579,0.0126247520530635
"480",9,63.1578947368421,0.0333209526831061
"481",9,63.1578947368421,0.039643136343058
"482",9,63.1578947368421,0.0126681980186221
"483",9,63.1578947368421,0.010447553445473
"484",9,68.421052631579,0.0271817711967529
"485",9,73.6842105263158,0.0415232808574572
"486",9,52.6315789473684,0.00650775611993252
"487",9,57.8947368421053,0.00635642280843674
"488",9,52.6315789473684,0.0166291170737305
"489",9,52.6315789473684,0.0180701970600609
"490",9,57.8947368421053,0.0200803291069997
"491",9,68.421052631579,0.00214364800867384
"492",9,68.421052631579,0.0290069652168041
"493",9,68.421052631579,0.0351508491089807
"494",9,57.8947368421053,0.0506732857793972
"495",9,57.8947368421053,0.0276672793074865
"496",9,63.1578947368421,0.0115972896003121
"497",9,57.8947368421053,0.0246331808756116
"498",9,68.421052631579,0.0100990147512922
"499",9,73.6842105263158,0.0147600862201196
"500",9,52.6315789473684,0.0291957655551213
"501",10,50,0.0289173211676211
"502",10,60,0.0181561606696779
"503",10,70,0.00902637267763862
"504",10,55,0.0395640198142052
"505",10,60,0.0699630191354362
"506",10,65,0.0173726132525035
"507",10,50,0.0451991898981602
"508",10,65,0.00494079426902671
"509",10,60,0.0408963022221964
"510",10,65,0.0484962792208633
"511",10,50,0.0256279211352353
"512",10,45,0.0280125723724479
"513",10,45,0.017149443848777
"514",10,55,0.0394111795701447
"515",10,60,0.0475186552356503
"516",10,40,0.052507196751438
"517",10,70,0.0358618065575163
"518",10,75,0.00240621206801796
"519",10,55,0.00732145179725266
"520",10,55,0.00986766444657225
"521",10,70,0.0448870566616578
"522",10,60,0.0526726771212681
"523",10,70,0.00719819203464642
"524",10,45,0.00813729230208613
"525",10,45,0.0316248596697322
"526",10,50,0.0213860487051558
"527",10,55,0.0056699176334393
"528",10,75,0.0205685156038445
"529",10,60,0.0506054856436882
"530",10,60,0.0455931747965667
"531",10,60,0.00363633290215229
"532",10,65,0.0453719403780023
"533",10,45,0.0229330975400691
"534",10,65,0.0598684081455238
"535",10,65,0.0166582728627536
"536",10,55,0.0146259666770913
"537",10,60,0.0225082466147619
"538",10,70,0.0453896179621478
"539",10,65,0.00866896258799366
"540",10,65,0.0205378082432766
"541",10,45,0.00504247683901295
"542",10,65,0.0521148488286284
"543",10,60,0.0225936066939209
"544",10,55,0.0172553612393526
"545",10,60,0.0403333833578899
"546",10,55,0.0296056290619843
"547",10,50,0.0242411018492501
"548",10,60,0.00980507427453539
"549",10,70,0.0437709679836187
"550",10,45,0.0321067060441875
"551",10,50,0.0308578517939771
"552",10,45,0.0374692366049715
"553",10,60,0.0247378634639568
"554",10,45,0.0361016496932326
"555",10,55,0.0400998547901035
"556",10,70,0.00749631533756968
"557",10,55,0.0657935907013732
"558",10,40,0.0233710292928837
"559",10,35,0.0299143286122945
"560",10,35,0.0498068666520068
"561",10,65,0.0188043412780929
"562",10,50,0.0111872519541394
"563",10,70,0.0465842532225672
"564",10,65,0.0117676469062449
"565",10,70,0.0051772501747859
"566",10,70,0.00541398281957226
"567",10,65,0.0270604709344318
"568",10,55,0.0391377465858404
"569",10,70,0.00560930558729096
"570",10,50,0.0291763471709074
"571",10,60,0.0104975692778962
"572",10,50,0.0122312851054003
"573",10,70,0.00320318204396943
"574",10,65,0.00620502837193045
"575",10,45,0.00878703197733897
"576",10,45,0.00623961153295357
"577",10,60,0.00383075425255862
"578",10,60,0.0214525172628834
"579",10,65,0.0237124005310796
"580",10,50,0.00998430828195329
"581",10,55,0.0374624685960041
"582",10,65,0.00464073105322744
"583",10,65,0.0339065514130915
"584",10,65,0.00615461603621987
"585",10,60,0.0349295474624323
"586",10,60,0.00552722375212498
"587",10,50,0.0272160100718453
"588",10,50,0.0103351909037756
"589",10,45,0.0372585684474697
"590",10,60,0.00934032983690178
"591",10,60,0.0368937904821347
"592",10,65,0.011805667468389
"593",10,50,0.00665801347692935
"594",10,70,0.0421184758686024
"595",10,55,0.0352017305088345
"596",10,45,0.0257919618962784
"597",10,65,0.0103572017551016
"598",10,50,0.00579623089273168
"599",10,50,0.0148798625269366
"600",10,65,0.0315594435786938
