"","cor","beta_sse"
"71",0.1,0.003833331014916
"72",0.1,0.00426923158538119
"73",0.1,0.00196314391319065
"74",0.1,0.00271161415171824
"75",0.1,0.00299698942871208
"76",0.1,0.00273639084613079
"77",0.1,0.00302937032360973
"78",0.1,0.003258502879093
"79",0.1,0.00319275679798032
"80",0.1,0.0038005555190564
"81",0.1,0.00623485229226058
"82",0.1,0.00345528279273545
"83",0.1,0.00596732179007887
"84",0.1,0.00484918794719652
"85",0.1,0.00236978196101956
"86",0.1,0.00339824181874369
"87",0.1,0.00447204289181078
"88",0.1,0.00291667909138827
"89",0.1,0.00304623234651132
"90",0.1,0.00390861494021366
"91",0.1,0.00373083722477179
"92",0.1,0.00278019378836709
"93",0.1,0.00364239628956073
"94",0.1,0.00247994539190249
"95",0.1,0.00433238730899403
"96",0.1,0.0035388271761053
"97",0.1,0.0038240688036142
"98",0.1,0.00490152105549751
"99",0.1,0.00583969225513236
"100",0.1,0.00302271248758719
"101",0.3,0.0182378777000825
"102",0.3,0.0542312525203272
"103",0.3,0.0290802896969835
"104",0.3,0.0101140169441413
"105",0.3,0.0427626762588115
"106",0.3,0.0486197418912088
"107",0.3,0.0195011794560902
"108",0.3,0.00675756838805577
"109",0.3,0.0547745045331721
"110",0.3,0.00506362098794623
"111",0.3,0.00580807412740306
"112",0.3,0.0431425557904779
"113",0.3,0.00957066897956063
"114",0.3,0.00818343149197765
"115",0.3,0.0163717456332049
"116",0.3,0.0335147411533166
"117",0.3,0.022861313167358
"118",0.3,0.0337872852722695
"119",0.3,0.0575890310988727
"120",0.3,0.0511639286900158
"121",0.3,0.0153560069305519
"122",0.3,0.0326779064772404
"123",0.3,0.0043344555143226
"124",0.3,0.0501545531087783
"125",0.3,0.0204637628215205
"126",0.3,0.0117922155855787
"127",0.3,0.0221049170389768
"128",0.3,0.0115121494464322
"129",0.3,0.0059347650155691
"130",0.3,0.0378725900537088
"131",0.3,0.0178403806072189
"132",0.3,0.0199382269277063
"133",0.3,0.00877465330310606
"134",0.3,0.0742490048276887
"135",0.3,0.0239839994781156
"136",0.3,0.0142634289604468
"137",0.3,0.00742772840599974
"138",0.3,0.0067780436466629
"139",0.3,0.00834863781719706
"140",0.3,0.00336688481650478
"141",0.3,0.0224264997172932
"142",0.3,0.00431864902554884
"143",0.3,0.046900523444932
"144",0.3,0.0175998369550139
"145",0.3,0.020396624479279
"146",0.3,0.00538800292255688
"147",0.3,0.00835775335554174
"148",0.3,0.00552390373444922
"149",0.3,0.0205639947706863
"150",0.3,0.0094378125256943
"151",0.3,0.0344500630285123
"152",0.3,0.0133194228495177
"153",0.3,0.0604267802075404
"154",0.3,0.0584945045155081
"155",0.3,0.0321451227201387
"156",0.3,0.00913313069157337
"157",0.3,0.00805093379635869
"158",0.3,0.0297000318034079
"159",0.3,0.0189831049457759
"160",0.3,0.0241378053727456
"161",0.3,0.044966000069708
"162",0.3,0.0529834938877854
"163",0.3,0.0131431218706834
"164",0.3,0.010481064533076
"165",0.3,0.0239210909956288
"166",0.3,0.048210597840274
"167",0.3,0.00885045331871484
"168",0.3,0.00430493343501218
"169",0.3,0.00526428098557848
"170",0.3,0.0316382274146607
"171",0.3,0.036721557181222
"172",0.3,0.056651987041438
"173",0.3,0.0210226662202484
"174",0.3,0.0557289452522653
"175",0.3,0.0323356363372019
"176",0.3,0.0477219909798452
"177",0.3,0.0117852936582266
"178",0.3,0.0232516787339903
"179",0.3,0.0565480965875159
"180",0.3,0.0221517863137958
"181",0.3,0.00712763999593057
"182",0.3,0.00866835141331177
"183",0.3,0.00404933797389556
"184",0.3,0.0189528301185323
"185",0.3,0.0461577027086412
"186",0.3,0.00347419251505377
"187",0.3,0.00901572101813264
"188",0.3,0.0117712983928167
"189",0.3,0.0373018867074329
"190",0.3,0.0556718405343364
"191",0.3,0.0222328035448588
"192",0.3,0.0239451835249787
"193",0.3,0.0486042522223599
"194",0.3,0.053836546603
"195",0.3,0.0638000913937244
"196",0.3,0.0394557743266314
"197",0.3,0.0584226924180791
"198",0.3,0.0392620556999035
"199",0.3,0.0461725252767452
"200",0.3,0.00294708746841257
"201",0.5,0.0326890040054987
"202",0.5,0.028151129712054
"203",0.5,0.00541724280566444
"204",0.5,0.0209747059438453
"205",0.5,0.00676153960916173
"206",0.5,0.00587009618321147
"207",0.5,0.0363269411749253
"208",0.5,0.0118286841537317
"209",0.5,0.00998237247888501
"210",0.5,0.0158572688783399
"211",0.5,0.0311343009114423
"212",0.5,0.0112941251220391
"213",0.5,0.0410747231111985
"214",0.5,0.00681666992156253
"215",0.5,0.0181561823607763
"216",0.5,0.00663870996150302
"217",0.5,0.0544048152093304
"218",0.5,0.0401685861356028
"219",0.5,0.0222584782366152
"220",0.5,0.00388175772086968
"221",0.5,0.0369046995985308
"222",0.5,0.00868888389662786
"223",0.5,0.0332197402066807
"224",0.5,0.0342572286275171
"225",0.5,0.0209055934858959
"226",0.5,0.0142483786839553
"227",0.5,0.0181140739964124
"228",0.5,0.00586773639464107
"229",0.5,0.0212635501629583
"230",0.5,0.0227800258032686
"231",0.5,0.0426377087194336
"232",0.5,0.0361223934122171
"233",0.5,0.0170587380971058
"234",0.5,0.0151575401775273
"235",0.5,0.0113658864974083
"236",0.5,0.0169320201778072
"237",0.5,0.00480411593770882
"238",0.5,0.0076829520552772
"239",0.5,0.0249510814125301
"240",0.5,0.00532047411425146
"241",0.5,0.0079290020846623
"242",0.5,0.0192327004478986
"243",0.5,0.021949298819133
"244",0.5,0.0626851329865587
"245",0.5,0.033560306917762
"246",0.5,0.0173827144832014
"247",0.5,0.00869385236345082
"248",0.5,0.0360483304618944
"249",0.5,0.00440708345933211
"250",0.5,0.0117528225993474
"251",0.5,0.0303716063912755
"252",0.5,0.0231947620333177
"253",0.5,0.034955034085731
"254",0.5,0.0651894859222628
"255",0.5,0.0112034576519726
"256",0.5,0.0123387422054653
"257",0.5,0.0313098610815914
"258",0.5,0.0630107040636874
"259",0.5,0.0494753116601337
"260",0.5,0.0184470552707308
"261",0.5,0.00639669479448379
"262",0.5,0.0216543354550935
"263",0.5,0.0191617865043152
"264",0.5,0.0154271961314901
"265",0.5,0.0337477168922112
"266",0.5,0.00621511643208206
"267",0.5,0.0132580318037117
"268",0.5,0.00822346152268529
"269",0.5,0.0675497358073634
"270",0.5,0.0570258839740726
"271",0.5,0.0197088389126603
"272",0.5,0.00807461542908291
"273",0.5,0.0100012575530013
"274",0.5,0.0448788803640904
"275",0.5,0.0291188491231143
"276",0.5,0.0475310603956971
"277",0.5,0.00335299096079876
"278",0.5,0.0325865302984209
"279",0.5,0.0197549542956264
"280",0.5,0.0343996938911114
"281",0.5,0.0030157848160347
"282",0.5,0.0514043587019454
"283",0.5,0.0410886044935543
"284",0.5,0.00583454297845113
"285",0.5,0.013990839539824
"286",0.5,0.0268117491847073
"287",0.5,0.0346275645315571
"288",0.5,0.0379080549086487
"289",0.5,0.0330669025440053
"290",0.5,0.0342673901172815
"291",0.5,0.0084058206734688
"292",0.5,0.0527162843267178
"293",0.5,0.0601813496992619
"294",0.5,0.00785113546664279
"295",0.5,0.022246085195349
"296",0.5,0.00996580914086939
"297",0.5,0.027449728185896
"298",0.5,0.0501990253248309
"299",0.5,0.012523231290021
"300",0.5,0.0107879154391746
"301",0.7,0.00599268648946513
"302",0.7,0.0221990794792297
"303",0.7,0.0289275606761919
"304",0.7,0.0269654375864408
"305",0.7,0.00347425605887079
"306",0.7,0.0455832430273524
"307",0.7,0.00552495432832027
"308",0.7,0.0258535848557914
"309",0.7,0.00808337512626582
"310",0.7,0.0115920508022887
"311",0.7,0.03775628365767
"312",0.7,0.0260928517116322
"313",0.7,0.00529780225237885
"314",0.7,0.00456035859861767
"315",0.7,0.00756528407787425
"316",0.7,0.0103224240761711
"317",0.7,0.0222647538180001
"318",0.7,0.0141991249169344
"319",0.7,0.0249432718992288
"320",0.7,0.0320691580021363
"321",0.7,0.0216888016726441
"322",0.7,0.0114130777639321
"323",0.7,0.0118278805974052
"324",0.7,0.00529163787024293
"325",0.7,0.0128187617620968
"326",0.7,0.0328503121274566
"327",0.7,0.0609742071102494
"328",0.7,0.00274233987157008
"329",0.7,0.0181115054877633
"330",0.7,0.0383987855699374
"331",0.7,0.0297445735970147
"332",0.7,0.00760735174428073
"333",0.7,0.0044727823488571
"334",0.7,0.0294577983394679
"335",0.7,0.0357574754036432
"336",0.7,0.0282497175290256
"337",0.7,0.0061990315849761
"338",0.7,0.00497913008100852
"339",0.7,0.0280534213235392
"340",0.7,0.00922074529521786
"341",0.7,0.0193757708678176
"342",0.7,0.0543722460353975
"343",0.7,0.0445150204279456
"344",0.7,0.0287204056429695
"345",0.7,0.0286743141958207
"346",0.7,0.0194704951225276
"347",0.7,0.0110002447154691
"348",0.7,0.0147476673728568
"349",0.7,0.00611011380877382
"350",0.7,0.0486081559957928
"351",0.7,0.0455387959427712
"352",0.7,0.0230684362258013
"353",0.7,0.0405665470941534
"354",0.7,0.021263726763201
"355",0.7,0.0432629175341455
"356",0.7,0.0463763725578512
"357",0.7,0.0162126535522838
"358",0.7,0.0263114754531006
"359",0.7,0.00576528885042424
"360",0.7,0.00421484977699254
"361",0.7,0.0135551978425363
"362",0.7,0.0445289788224743
"363",0.7,0.00376124397742612
"364",0.7,0.0230355232827923
"365",0.7,0.0238846946582234
"366",0.7,0.0177028058724127
"367",0.7,0.00557534657061222
"368",0.7,0.023307025978867
"369",0.7,0.0153010691734393
"370",0.7,0.00275833484879612
"371",0.7,0.0217314807413849
"372",0.7,0.0243976882110926
"373",0.7,0.0310292719126012
"374",0.7,0.0429873794320869
"375",0.7,0.00516200586809835
"376",0.7,0.0394181732256992
"377",0.7,0.015044089665315
"378",0.7,0.00630097206808404
"379",0.7,0.00449748625716229
"380",0.7,0.0102815237011629
"381",0.7,0.0383285250849091
"382",0.7,0.00634705356752862
"383",0.7,0.0492590456103778
"384",0.7,0.0434100914468108
"385",0.7,0.0047012878025948
"386",0.7,0.033572938015004
"387",0.7,0.0187977079315757
"388",0.7,0.0092170721968355
"389",0.7,0.0266937450508264
"390",0.7,0.00920215529448773
"391",0.7,0.0335783118855809
"392",0.7,0.0547512086130665
"393",0.7,0.070104381666742
"394",0.7,0.0406204600677263
"395",0.7,0.0192267956906851
"396",0.7,0.0144623781919946
"397",0.7,0.00373901948794126
"398",0.7,0.0253710501990947
"399",0.7,0.0179554527948478
"400",0.7,0.0415585031467058
"401",0.9,0.0157254798932859
"402",0.9,0.00746591335191007
"403",0.9,0.00684635847242088
"404",0.9,0.0473724748795177
"405",0.9,0.00295675390936057
"406",0.9,0.0034228582538133
"407",0.9,0.0140025189014566
"408",0.9,0.00785184348503372
"409",0.9,0.0287907833482816
"410",0.9,0.0384765518837145
"411",0.9,0.0218636311963029
"412",0.9,0.00401976074457468
"413",0.9,0.0278421827503616
"414",0.9,0.00791171712124498
"415",0.9,0.0131832526044468
"416",0.9,0.00253923578583226
"417",0.9,0.0454923327485393
"418",0.9,0.0270875958539423
"419",0.9,0.0462028552784395
"420",0.9,0.0250441304427933
"421",0.9,0.0371914874550474
"422",0.9,0.042894278908453
"423",0.9,0.0511979368581164
"424",0.9,0.0096876715439261
"425",0.9,0.049821040043612
"426",0.9,0.0209789552019004
"427",0.9,0.0315387709529337
"428",0.9,0.0392481719605419
"429",0.9,0.0133385396207097
"430",0.9,0.00745438662614514
"431",0.9,0.0158520192987498
"432",0.9,0.0329157248098507
"433",0.9,0.0213291134221983
"434",0.9,0.0619856293690811
"435",0.9,0.0426228110396573
"436",0.9,0.0287231036993785
"437",0.9,0.0403674119084954
"438",0.9,0.0160393758528902
"439",0.9,0.0515400772210629
"440",0.9,0.0311188694975425
"441",0.9,0.011837134525422
"442",0.9,0.0588505236027956
"443",0.9,0.0172342272846214
"444",0.9,0.0337812506400753
"445",0.9,0.0327269848441845
"446",0.9,0.00713476910960545
"447",0.9,0.0136218886727395
"448",0.9,0.00440334454842094
"449",0.9,0.0514424469429828
"450",0.9,0.00530058025194156
"451",0.9,0.0117067434476344
"452",0.9,0.0219991258412503
"453",0.9,0.0121484465985829
"454",0.9,0.0517469831066706
"455",0.9,0.0183336980049231
"456",0.9,0.0188079640003506
"457",0.9,0.016947224950961
"458",0.9,0.0116640787407414
"459",0.9,0.0550941068717091
"460",0.9,0.00940725817662855
"461",0.9,0.0208447859594588
"462",0.9,0.0035128096143859
"463",0.9,0.0086174730284407
"464",0.9,0.0241629671741479
"465",0.9,0.0114274962610338
"466",0.9,0.0198420483053474
"467",0.9,0.0116742358121645
"468",0.9,0.00982829786385628
"469",0.9,0.0406593336097076
"470",0.9,0.0051618906636788
"471",0.9,0.0322897859112236
"472",0.9,0.0179879933401524
"473",0.9,0.0523077856045293
"474",0.9,0.0417927042923441
"475",0.9,0.00357400467464299
"476",0.9,0.0274541883708
"477",0.9,0.0532028004793141
"478",0.9,0.0122279241473109
"479",0.9,0.0241154343687158
"480",0.9,0.0183675447809517
"481",0.9,0.0121011238766925
"482",0.9,0.00335381266629282
"483",0.9,0.0344404667899898
"484",0.9,0.00411811691519994
"485",0.9,0.022853916939166
"486",0.9,0.00419348358064688
"487",0.9,0.0256922987704948
"488",0.9,0.0137991499835067
"489",0.9,0.00387618260150647
"490",0.9,0.00491082286327907
"491",0.9,0.03312479134533
"492",0.9,0.0207040060112288
"493",0.9,0.0122122492569387
"494",0.9,0.0136996511724608
"495",0.9,0.00764047177737994
"496",0.9,0.0152197852230211
"497",0.9,0.0353005838230034
"498",0.9,0.0243664545189986
"499",0.9,0.00994541588613838
"500",0.9,0.0312972718753678
