"","n_wbc","pct_weak_identified","beta_sse_lasso"
"216",7,58.8235294117647,0.00490161827089689
"217",7,29.4117647058824,0.0168009999688661
"218",7,52.9411764705882,0.00693025461743423
"219",7,23.5294117647059,0.0154895276684429
"220",7,76.4705882352941,0.00681705662042029
"221",7,70.5882352941177,0.006812137195871
"222",7,23.5294117647059,0.0103301266801089
"223",7,64.7058823529412,0.00914595424670234
"224",7,58.8235294117647,0.0140582210980441
"225",7,47.0588235294118,0.00889188167846988
"226",7,35.2941176470588,0.0108286532667579
"227",7,52.9411764705882,0.0133448232666665
"228",7,35.2941176470588,0.0149088303781603
"229",7,35.2941176470588,0.0138995420949271
"230",7,70.5882352941177,0.00427042021664722
"231",7,58.8235294117647,0.00771648508279272
"232",7,70.5882352941177,0.0131041706753718
"233",7,70.5882352941177,0.00971298177040894
"234",7,52.9411764705882,0.00772667696922846
"235",7,58.8235294117647,0.0125215947771386
"236",7,47.0588235294118,0.0101613553087143
"237",7,58.8235294117647,0.0168515138015744
"238",7,17.6470588235294,0.0106130151835032
"239",7,64.7058823529412,0.00724476693796317
"240",7,76.4705882352941,0.00698767585950837
"241",7,29.4117647058824,0.0108101483899026
"242",7,35.2941176470588,0.0137420522083396
"243",7,35.2941176470588,0.0130307130431031
"244",7,52.9411764705882,0.0131455617338245
"245",7,23.5294117647059,0.00795028516474732
"246",7,52.9411764705882,0.0136783882715386
"247",7,47.0588235294118,0.0113617822117065
"248",7,41.1764705882353,0.006787537908378
"249",7,41.1764705882353,0.0100647290353257
"250",7,35.2941176470588,0.0145172229673913
"251",7,47.0588235294118,0.0189199963952511
"252",7,23.5294117647059,0.00909938300450847
"253",7,23.5294117647059,0.0191576659728808
"254",7,64.7058823529412,0.0105607051507088
"255",7,11.7647058823529,0.0180890164824908
"256",7,29.4117647058824,0.0165655539967645
"257",7,58.8235294117647,0.0212525759515584
"258",7,58.8235294117647,0.0175336568730792
"259",7,41.1764705882353,0.0123900086794554
"260",7,47.0588235294118,0.0111688689042719
"261",7,58.8235294117647,0.0173613692651369
"262",7,47.0588235294118,0.0121191816447841
"263",7,58.8235294117647,0.00612737869764442
"264",7,23.5294117647059,0.0142873306093521
"265",7,41.1764705882353,0.0150472014255034
"266",7,17.6470588235294,0.0142801821891466
"267",7,23.5294117647059,0.0144736119205452
"268",7,35.2941176470588,0.0127292611214498
"269",7,35.2941176470588,0.0184699979934089
"270",7,76.4705882352941,0.00336500273664537
"271",7,35.2941176470588,0.0118862537633907
"272",7,29.4117647058824,0.0202310842306748
"273",7,52.9411764705882,0.00785873052176481
"274",7,76.4705882352941,0.00911335222558717
"275",7,35.2941176470588,0.00919672201080787
"276",7,23.5294117647059,0.0159587910462261
"277",7,70.5882352941177,0.00647730870962578
"278",7,58.8235294117647,0.00848593224151071
"279",7,35.2941176470588,0.0163636468705014
"280",7,29.4117647058824,0.0194095923292132
"281",7,52.9411764705882,0.00822145487697551
"282",7,35.2941176470588,0.0164812994124376
"283",7,17.6470588235294,0.0148759426695054
"284",7,52.9411764705882,0.0120126132819584
"285",7,29.4117647058824,0.0160101420063139
"286",7,35.2941176470588,0.0111102085558832
"287",7,41.1764705882353,0.0194073209371426
"288",7,17.6470588235294,0.0147722895734071
"289",7,23.5294117647059,0.0159892386108806
"290",7,23.5294117647059,0.00950055259457372
"291",7,23.5294117647059,0.0236465332476588
"292",7,64.7058823529412,0.0107485983173817
"293",7,23.5294117647059,0.0136422324653866
"294",7,35.2941176470588,0.0131432611806295
"295",7,29.4117647058824,0.0193917481983746
"296",7,64.7058823529412,0.0157885288740012
"297",7,47.0588235294118,0.0102305541477607
"298",7,64.7058823529412,0.00772800948318089
"299",7,11.7647058823529,0.0199775909656199
"300",7,58.8235294117647,0.00925637618765333
"301",8,38.8888888888889,0.0162585005515871
"302",8,61.1111111111111,0.0223786126308937
"303",8,38.8888888888889,0.0136025326025841
"304",8,11.1111111111111,0.0256113655837157
"305",8,44.4444444444444,0.0187497766427256
"306",8,44.4444444444444,0.0165074018132723
"307",8,22.2222222222222,0.0116576653055396
"308",8,44.4444444444444,0.0107011147291027
"309",8,61.1111111111111,0.0123672692692432
"310",8,38.8888888888889,0.0143876607173913
"311",8,16.6666666666667,0.0159237347759307
"312",8,66.6666666666667,0.00898470558367888
"313",8,22.2222222222222,0.00976752987478304
"314",8,66.6666666666667,0.00919701835163253
"315",8,16.6666666666667,0.017368162690753
"316",8,27.7777777777778,0.0132006000063737
"317",8,44.4444444444444,0.0116853015223014
"318",8,27.7777777777778,0.0158927539117805
"319",8,50,0.0101978184565119
"320",8,27.7777777777778,0.0166425422574279
"321",8,33.3333333333333,0.0134494341463074
"322",8,38.8888888888889,0.0115735343440063
"323",8,44.4444444444444,0.0118045429624348
"324",8,50,0.0107828660947324
"325",8,50,0.00952502388013214
"326",8,16.6666666666667,0.0154048544196496
"327",8,5.55555555555556,0.0228187644777628
"328",8,44.4444444444444,0.0147013770009071
"329",8,38.8888888888889,0.0122658117276709
"330",8,33.3333333333333,0.0155656343628046
"331",8,55.5555555555556,0.00905242766601278
"332",8,55.5555555555556,0.00992990023346062
"333",8,16.6666666666667,0.0175007113310924
"334",8,22.2222222222222,0.0146174808290891
"335",8,66.6666666666667,0.0145693893899884
"336",8,44.4444444444444,0.0194440844974718
"337",8,44.4444444444444,0.0172160212296493
"338",8,50,0.0105619421260513
"339",8,61.1111111111111,0.0129096228022798
"340",8,22.2222222222222,0.01277929437514
"341",8,16.6666666666667,0.0150639028331173
"342",8,38.8888888888889,0.0135266889447498
"343",8,55.5555555555556,0.0240878530142441
"344",8,72.2222222222222,0.0128798515074583
"345",8,33.3333333333333,0.00835088195308561
"346",8,61.1111111111111,0.00902341251278904
"347",8,72.2222222222222,0.0111941884737645
"348",8,66.6666666666667,0.0100643926606101
"349",8,50,0.012496859531797
"350",8,11.1111111111111,0.0282309651817619
"351",8,22.2222222222222,0.0107229864915153
"352",8,38.8888888888889,0.0118448037595419
"353",8,38.8888888888889,0.0111975219736762
"354",8,33.3333333333333,0.014565462610705
"355",8,27.7777777777778,0.00853662030527441
"356",8,33.3333333333333,0.0139772110819653
"357",8,33.3333333333333,0.00881248446351862
"358",8,50,0.0100569658457182
"359",8,61.1111111111111,0.0103647201743538
"360",8,22.2222222222222,0.0126905162330509
"361",8,38.8888888888889,0.00824189282266093
"362",8,11.1111111111111,0.0142547540148341
"363",8,44.4444444444444,0.00734647111371177
"364",8,38.8888888888889,0.0181604906325155
"365",8,50,0.012918805441349
"366",8,16.6666666666667,0.0109702287251579
"367",8,11.1111111111111,0.0203081668262966
"368",8,44.4444444444444,0.0150964752867845
"369",8,22.2222222222222,0.0111349330238709
"370",8,22.2222222222222,0.0104980411657964
"371",8,38.8888888888889,0.00877143438710116
"372",8,61.1111111111111,0.00950723315254856
"373",8,22.2222222222222,0.011235846556069
"374",8,55.5555555555556,0.00920579478512684
"375",8,5.55555555555556,0.0189315007388161
"376",8,33.3333333333333,0.0139773259152274
"377",8,72.2222222222222,0.00777905946018438
"378",8,38.8888888888889,0.00894860082648213
"379",8,55.5555555555556,0.0123415018018529
"380",8,50,0.0103919204801604
"381",8,22.2222222222222,0.0165177607954058
"382",8,50,0.00874760490318222
"383",8,44.4444444444444,0.0124642502063248
"384",8,72.2222222222222,0.016504230863732
"385",8,38.8888888888889,0.0155822298302725
"386",8,44.4444444444444,0.0155895481216838
"387",8,50,0.0105540773873584
"388",8,11.1111111111111,0.0122187184155542
"389",8,44.4444444444444,0.0173073079982832
"390",8,61.1111111111111,0.014832157032365
"391",8,44.4444444444444,0.0127006430248647
"392",8,72.2222222222222,0.00777391516236237
"393",8,27.7777777777778,0.0110389722526073
"394",8,72.2222222222222,0.00418415023511732
"395",8,61.1111111111111,0.0089228238769011
"396",8,22.2222222222222,0.0126662966781437
"397",8,61.1111111111111,0.0110396237265868
"398",8,38.8888888888889,0.0173401066799918
"399",8,50,0.0113974915369501
"400",8,22.2222222222222,0.00850047801874925
"401",9,36.8421052631579,0.0120314787820619
"402",9,47.3684210526316,0.0167528414743985
"403",9,47.3684210526316,0.0110100229287826
"404",9,57.8947368421053,0.0242819872450593
"405",9,36.8421052631579,0.014827152429584
"406",9,42.1052631578947,0.00962124009859205
"407",9,47.3684210526316,0.0156683299397167
"408",9,36.8421052631579,0.0193880564121777
"409",9,36.8421052631579,0.00840012844595212
"410",9,47.3684210526316,0.0200455446952341
"411",9,57.8947368421053,0.0152180169603718
"412",9,10.5263157894737,0.0210886678636864
"413",9,26.3157894736842,0.0179612732915208
"414",9,31.578947368421,0.0161718519472259
"415",9,47.3684210526316,0.0138230512326164
"416",9,47.3684210526316,0.0146032385609958
"417",9,26.3157894736842,0.012738436232023
"418",9,5.26315789473684,0.0178942134717617
"419",9,15.7894736842105,0.0240158890792556
"420",9,21.0526315789474,0.0135757865948401
"421",9,15.7894736842105,0.0135200463078671
"422",9,52.6315789473684,0.0132597334595844
"423",9,42.1052631578947,0.00868153466095135
"424",9,21.0526315789474,0.0184814140205476
"425",9,36.8421052631579,0.0163807956599506
"426",9,47.3684210526316,0.010938287862556
"427",9,26.3157894736842,0.00937241701235131
"428",9,47.3684210526316,0.0154944252375701
"429",9,26.3157894736842,0.0150339126157855
"430",9,21.0526315789474,0.0148489332804724
"431",9,10.5263157894737,0.0108634054140587
"432",9,47.3684210526316,0.0166151643008581
"433",9,36.8421052631579,0.00785595795273655
"434",9,42.1052631578947,0.012827448431393
"435",9,31.578947368421,0.0178935460008032
"436",9,63.1578947368421,0.0115799695564447
"437",9,21.0526315789474,0.0209163986147743
"438",9,10.5263157894737,0.0125449417153396
"439",9,63.1578947368421,0.0153226877982783
"440",9,10.5263157894737,0.0129661695490292
"441",9,15.7894736842105,0.016263209696109
"442",9,68.421052631579,0.0232112701948466
"443",9,42.1052631578947,0.0140068395162224
"444",9,31.578947368421,0.0100816309837829
"445",9,36.8421052631579,0.0133834295237724
"446",9,52.6315789473684,0.00907107104600677
"447",9,57.8947368421053,0.00917702786956033
"448",9,31.578947368421,0.0111279129644855
"449",9,31.578947368421,0.0149307265492897
"450",9,26.3157894736842,0.0196966394004989
"451",9,31.578947368421,0.0169683494030839
"452",9,26.3157894736842,0.0101883520166622
"453",9,21.0526315789474,0.0214240555989163
"454",9,84.2105263157895,0.0117160184007122
"455",9,10.5263157894737,0.0214796526074276
"456",9,68.421052631579,0.00816001809649668
"457",9,36.8421052631579,0.00976275505012673
"458",9,57.8947368421053,0.0103099800909494
"459",9,31.578947368421,0.0133617856110698
"460",9,10.5263157894737,0.0157120449961411
"461",9,47.3684210526316,0.0113700118004868
"462",9,36.8421052631579,0.0151500915010328
"463",9,21.0526315789474,0.0226236595510549
"464",9,47.3684210526316,0.00902475290120506
"465",9,15.7894736842105,0.0158976680437789
"466",9,47.3684210526316,0.0124690356159372
"467",9,21.0526315789474,0.0252762551681942
"468",9,15.7894736842105,0.0246123214096897
"469",9,47.3684210526316,0.0141589581596143
"470",9,26.3157894736842,0.021815705487484
"471",9,5.26315789473684,0.0197758757661037
"472",9,21.0526315789474,0.019440391237322
"473",9,10.5263157894737,0.01322669763254
"474",9,42.1052631578947,0.0104333774364285
"475",9,52.6315789473684,0.0179785529844365
"476",9,5.26315789473684,0.0239407341614404
"477",9,36.8421052631579,0.0167238434321766
"478",9,42.1052631578947,0.0112517286630619
"479",9,15.7894736842105,0.0180794419530757
"480",9,21.0526315789474,0.0194905687031263
"481",9,52.6315789473684,0.00989675988695752
"482",9,15.7894736842105,0.0168813285872475
"483",9,21.0526315789474,0.0224157874001609
"484",9,10.5263157894737,0.0217076318669726
"485",9,42.1052631578947,0.0138010314168831
"486",9,36.8421052631579,0.014892215052713
"487",9,52.6315789473684,0.0261262465821992
"488",9,36.8421052631579,0.0147850258172651
"489",9,42.1052631578947,0.012088480480508
"490",9,10.5263157894737,0.0162937797113347
"491",9,36.8421052631579,0.00717246178661376
"492",9,31.578947368421,0.0145910842276425
"493",9,26.3157894736842,0.0161890482405926
"494",9,47.3684210526316,0.0135619704806875
"495",9,52.6315789473684,0.0129116409015216
"496",9,26.3157894736842,0.0121880580639415
"497",9,15.7894736842105,0.0136287767137024
"498",9,31.578947368421,0.0204483878570465
"499",9,26.3157894736842,0.0161563681499367
"500",9,26.3157894736842,0.0170947526123923
"501",10,20,0.0179510164699063
"502",10,35,0.0103056907031377
"503",10,20,0.0197687736095124
"504",10,40,0.018101254179089
"505",10,20,0.015367546968827
"506",10,30,0.0124487889168508
"507",10,50,0.0115762653425915
"508",10,15,0.0190016225049687
"509",10,10,0.00948996552199782
"510",10,30,0.0228328837419999
"511",10,50,0.00766865381130393
"512",10,45,0.0149026357804119
"513",10,40,0.00812990797976782
"514",10,45,0.0140712852854784
"515",10,25,0.021030468099439
"516",10,40,0.0113646064748245
"517",10,15,0.0199328464474264
"518",10,35,0.0146905247081991
"519",10,40,0.0138161226305318
"520",10,20,0.0189479024545879
"521",10,45,0.00951911799312707
"522",10,5,0.0190188265142042
"523",10,40,0.0189749375660529
"524",10,20,0.0235856538298532
"525",10,20,0.0180390962332836
"526",10,30,0.0184084329003553
"527",10,25,0.0245379699782085
"528",10,40,0.00934104934420775
"529",10,25,0.0187923951556641
"530",10,10,0.0221220259731428
"531",10,55,0.0132927580337964
"532",10,25,0.0159350875230896
"533",10,20,0.0194481257093892
"534",10,45,0.0213778428946544
"535",10,30,0.0193804134015776
"536",10,55,0.0182895548067378
"537",10,0,0.0170290483614031
"538",10,5,0.0171862948916201
"539",10,60,0.0103216399672938
"540",10,35,0.0149649491026234
"541",10,10,0.0172408460479881
"542",10,40,0.00932007248379032
"543",10,55,0.0146046978580426
"544",10,35,0.0116169248708609
"545",10,35,0.0148906234615323
"546",10,30,0.018753823366161
"547",10,50,0.0145987346738962
"548",10,50,0.0178124083153933
"549",10,15,0.0208053926832543
"550",10,45,0.0111927873657203
"551",10,50,0.0150997721460602
"552",10,40,0.0204124682212217
"553",10,45,0.0131956933802741
"554",10,10,0.0142793946688329
"555",10,35,0.0231103405403549
"556",10,50,0.0147599452131366
"557",10,35,0.00844466277956061
"558",10,45,0.0117179563117719
"559",10,30,0.0154740083221127
"560",10,40,0.0155869814289251
"561",10,5,0.0260486943184995
"562",10,40,0.0163527094009093
"563",10,35,0.0132512619451082
"564",10,30,0.0157679279846413
"565",10,40,0.0236908328500579
"566",10,50,0.0153848491359855
"567",10,45,0.017156604745263
"568",10,35,0.0101274822948968
"569",10,15,0.010507648231854
"570",10,15,0.0172719649256706
"571",10,50,0.0208133495218424
"572",10,60,0.0109573205544728
"573",10,10,0.029596792194985
"574",10,20,0.0155437614510686
"575",10,25,0.0145220535514167
"576",10,45,0.0164586898970356
"577",10,15,0.0255137745584221
"578",10,45,0.0274922034118647
"579",10,55,0.012534451557253
"580",10,40,0.0188319364921955
"581",10,30,0.0141137603050003
"582",10,20,0.0101365673686164
"583",10,0,0.0220205370360759
"584",10,35,0.0149154746821883
"585",10,25,0.0199844997990992
"586",10,10,0.0229551632610067
"587",10,45,0.0139010779904354
"588",10,50,0.0145108613020804
"589",10,5,0.0247097703105967
"590",10,20,0.0191541759042396
"591",10,30,0.0159626345021923
"592",10,40,0.0146746423221691
"593",10,35,0.011174698640735
"594",10,10,0.0206055968027917
"595",10,20,0.0229341576950872
"596",10,25,0.022210413696184
"597",10,30,0.020578047958535
"598",10,40,0.0159340758054217
"599",10,45,0.0159398229291623
"600",10,45,0.0269316716559395
