"","n_wbc","pct_weak_identified","beta_sse_lasso"
"1",5,53.3333333333333,0.0125554032124333
"2",5,33.3333333333333,0.0200788277821566
"3",5,60,0.0309861176198338
"4",5,60,0.0168099349897883
"5",5,66.6666666666667,0.00688642766010645
"6",5,33.3333333333333,0.0253635281200234
"7",5,40,0.0138399843259736
"8",5,60,0.0662988605085307
"9",5,40,0.0303128617180593
"10",5,73.3333333333333,0.0274088893189559
"11",5,80,0.0486346172983499
"12",5,73.3333333333333,0.0362556988993617
"13",5,80,0.0575871509772072
"14",5,53.3333333333333,0.152967708154795
"15",5,26.6666666666667,0.0152288009691362
"16",5,33.3333333333333,0.0112285408585766
"17",5,46.6666666666667,0.0222163192456602
"18",5,60,0.0199640735348218
"19",5,46.6666666666667,0.0147997572805822
"20",5,60,0.0154171544350018
"21",5,33.3333333333333,0.04070710436856
"22",5,73.3333333333333,0.0113244311979751
"23",5,60,0.00922827073000577
"24",5,73.3333333333333,0.0271964001862614
"25",5,66.6666666666667,0.0088187651357134
"26",5,53.3333333333333,0.0385378289458994
"27",5,66.6666666666667,0.0698737148039513
"28",5,53.3333333333333,0.0146217723624381
"29",5,73.3333333333333,0.012197212258438
"30",5,46.6666666666667,0.0258627422181973
"31",5,33.3333333333333,0.0127571085808945
"32",5,60,0.00963751999349737
"33",5,26.6666666666667,0.0286807146388
"34",5,46.6666666666667,0.0126138610889405
"35",5,80,0.0662583895304178
"36",5,46.6666666666667,0.018712141806595
"37",5,46.6666666666667,0.00995518243198259
"38",5,46.6666666666667,0.0409198485022002
"39",5,53.3333333333333,0.0178439549620049
"40",5,40,0.00956460764228223
"41",5,40,0.0206030815958139
"42",5,66.6666666666667,0.0989682211605885
"43",5,40,0.0280696425435011
"44",5,46.6666666666667,0.0169960167423197
"45",5,60,0.0293271435512649
"46",5,53.3333333333333,0.0211824597356936
"47",5,33.3333333333333,0.0101497455387778
"48",5,53.3333333333333,0.010731173166535
"49",5,80,0.0346409584052223
"50",5,26.6666666666667,0.0212194416237683
"51",5,40,0.0238733187193467
"52",5,33.3333333333333,0.0161579568562843
"53",5,66.6666666666667,0.0292500644279888
"54",5,66.6666666666667,0.0114704410096874
"55",5,46.6666666666667,0.0175421218377924
"56",5,80,0.0557671924364491
"57",5,73.3333333333333,0.0205643687374849
"58",5,33.3333333333333,0.0387768065077396
"59",5,66.6666666666667,0.065042061001152
"60",5,40,0.0115320255574032
"61",5,80,0.0853989590146323
"62",5,66.6666666666667,0.016874712115692
"63",5,33.3333333333333,0.0281051299618605
"64",5,33.3333333333333,0.0240501859714651
"65",5,66.6666666666667,0.0156655259867253
"66",5,53.3333333333333,0.0221881825324482
"67",5,46.6666666666667,0.0191735014657696
"68",5,46.6666666666667,0.0215619776697142
"69",5,46.6666666666667,0.0327651776418604
"70",5,40,0.0175347214586711
"71",5,33.3333333333333,0.0168139738553197
"72",5,40,0.0946410856403304
"73",5,66.6666666666667,0.0514113876407498
"74",5,53.3333333333333,0.0152936905892986
"75",5,33.3333333333333,0.0259080959923788
"76",5,66.6666666666667,0.0390600700835071
"77",5,66.6666666666667,0.0427627852595745
"78",5,46.6666666666667,0.0365792419578576
"79",5,46.6666666666667,0.023067056561982
"80",5,46.6666666666667,0.0187540434077016
"81",5,53.3333333333333,0.012256122353149
"82",5,33.3333333333333,0.0805797601185068
"83",5,66.6666666666667,0.0210831996802554
"84",5,53.3333333333333,0.0146056272151508
"85",5,53.3333333333333,0.0263263936705772
"86",5,66.6666666666667,0.0224732857597679
"87",5,80,0.0314840249875245
"88",5,53.3333333333333,0.00628914558132746
"89",5,33.3333333333333,0.0384805940469553
"90",5,60,0.0228452471556261
"91",5,73.3333333333333,0.017484873213143
"92",5,40,0.0226697674534574
"93",5,46.6666666666667,0.0120615167618897
"94",5,66.6666666666667,0.0178726161440897
"95",5,40,0.0128178022210722
"96",5,66.6666666666667,0.0121544445989753
"97",5,40,0.0312519648226667
"98",5,66.6666666666667,0.0121859870334204
"99",5,46.6666666666667,0.120170033211203
"100",5,60,0.00908441314310339
"101",6,56.25,0.0109149751171182
"102",6,68.75,0.00832164630907378
"103",6,56.25,0.00738683552778454
"104",6,62.5,0.00857636118454767
"105",6,68.75,0.0114120245055584
"106",6,81.25,0.00833789034262784
"107",6,18.75,0.0120409161585265
"108",6,37.5,0.0160501748734904
"109",6,25,0.00973045559578588
"110",6,37.5,0.00964861986486338
"111",6,25,0.0104407396983062
"112",6,50,0.0117623984060246
"113",6,18.75,0.0196999746137582
"114",6,68.75,0.011475506439772
"115",6,62.5,0.0049901377203998
"116",6,62.5,0.00733138703638251
"117",6,43.75,0.00597189932065235
"118",6,68.75,0.0153562129981937
"119",6,18.75,0.0179447398683771
"120",6,37.5,0.0128777915288442
"121",6,62.5,0.0208034515213117
"122",6,62.5,0.0184431472529673
"123",6,25,0.00940482724013449
"124",6,25,0.0104869148259537
"125",6,37.5,0.00849821921180974
"126",6,31.25,0.0123047493753918
"127",6,25,0.0151333327357047
"128",6,25,0.0135436357853692
"129",6,25,0.0148092956441363
"130",6,37.5,0.0119504648514763
"131",6,31.25,0.0148303643295447
"132",6,50,0.00821677391830844
"133",6,43.75,0.00905839699002349
"134",6,31.25,0.0139545941931969
"135",6,31.25,0.0161582863591046
"136",6,37.5,0.00768421410938179
"137",6,62.5,0.00958633896497293
"138",6,56.25,0.0069146032882024
"139",6,75,0.00747128125716089
"140",6,18.75,0.00771063476478958
"141",6,31.25,0.010763134762532
"142",6,62.5,0.011676759668682
"143",6,37.5,0.0100492591667104
"144",6,62.5,0.00894057786013957
"145",6,43.75,0.017035800114858
"146",6,25,0.0099541543537517
"147",6,62.5,0.00588450890786586
"148",6,75,0.00981576607627783
"149",6,68.75,0.00913063301331387
"150",6,56.25,0.0142245525408714
"151",6,56.25,0.0130574221629335
"152",6,18.75,0.011856935920917
"153",6,50,0.0081949539331927
"154",6,37.5,0.0119170917660362
"155",6,43.75,0.010511084100769
"156",6,25,0.014391749094496
"157",6,50,0.0115595743082263
"158",6,25,0.0136683774248058
"159",6,62.5,0.0167451303166585
"160",6,56.25,0.0153563273349035
"161",6,18.75,0.0181314202220426
"162",6,31.25,0.0193729453761717
"163",6,62.5,0.021462906428532
"164",6,25,0.0118985701300174
"165",6,18.75,0.0134938357244355
"166",6,50,0.0107113124776584
"167",6,75,0.0110014403073764
"168",6,25,0.0132492292426585
"169",6,50,0.0134260606042451
"170",6,37.5,0.0172382107395605
"171",6,56.25,0.0143291538085903
"172",6,50,0.0171398418601618
"173",6,75,0.00511825882750875
"174",6,50,0.0104168221041169
"175",6,18.75,0.0118559743110744
"176",6,62.5,0.0182073606484418
"177",6,43.75,0.014274288665212
"178",6,25,0.0152577332342735
"179",6,37.5,0.0149441917493355
"180",6,31.25,0.0140526622282279
"181",6,43.75,0.0125310640384379
"182",6,12.5,0.01665908891219
"183",6,50,0.0167791173186579
"184",6,25,0.0078462966491564
"185",6,37.5,0.0142231965048569
"186",6,43.75,0.0104418901254617
"187",6,43.75,0.00956363957733099
"188",6,62.5,0.0124370708821352
"189",6,75,0.0050357866902238
"190",6,43.75,0.0104075689216427
"191",6,50,0.0208108718961119
"192",6,68.75,0.00887502497126062
"193",6,56.25,0.0124052043530947
"194",6,62.5,0.0100885231635034
"195",6,43.75,0.0111699495762864
"196",6,43.75,0.0127074967689643
"197",6,43.75,0.00839875496358977
"198",6,31.25,0.0127830288748958
"199",6,43.75,0.00989792511450304
"200",6,43.75,0.0129876525290697
"201",7,35.2941176470588,0.016657326034196
"202",7,11.7647058823529,0.0130505544600372
"203",7,58.8235294117647,0.0133413641208361
"204",7,88.2352941176471,0.00554343573507552
"205",7,29.4117647058824,0.0181553762453191
"206",7,29.4117647058824,0.00830758286852598
"207",7,29.4117647058824,0.0155090477289778
"208",7,41.1764705882353,0.00766523353261703
"209",7,58.8235294117647,0.006801130543907
"210",7,64.7058823529412,0.00847100000681168
"211",7,35.2941176470588,0.0154148160848328
"212",7,58.8235294117647,0.00886636561899306
"213",7,47.0588235294118,0.00726765536784616
"214",7,52.9411764705882,0.0196456538267423
"215",7,29.4117647058824,0.0174739951411854
