"","wbc_num","pct_strong_vec","pct_wai_vec","pct_wbc_vec","type1_error_vec","power_vec"
"163",6,100,50,33.3333333333333,5.26315789473684,57.1428571428571
"164",6,100,60,0,10.5263157894737,52.3809523809524
"165",6,100,70,50,21.0526315789474,71.4285714285714
"166",6,100,60,33.3333333333333,15.7894736842105,61.9047619047619
"167",6,100,50,0,31.5789473684211,47.6190476190476
"168",6,100,90,50,15.7894736842105,80.9523809523809
"169",6,100,90,0,15.7894736842105,66.6666666666667
"170",6,100,70,33.3333333333333,21.0526315789474,66.6666666666667
"171",6,100,80,50,15.7894736842105,76.1904761904762
"172",6,20,60,100,5.26315789473684,61.9047619047619
"173",6,100,80,33.3333333333333,10.5263157894737,71.4285714285714
"174",6,100,80,50,21.0526315789474,76.1904761904762
"175",6,100,70,50,15.7894736842105,71.4285714285714
"176",6,100,90,33.3333333333333,31.5789473684211,76.1904761904762
"177",6,100,90,33.3333333333333,31.5789473684211,76.1904761904762
"178",6,100,90,50,15.7894736842105,80.9523809523809
"179",6,100,100,50,21.0526315789474,85.7142857142857
"180",6,100,50,66.6666666666667,15.7894736842105,66.6666666666667
"181",6,100,70,16.6666666666667,15.7894736842105,61.9047619047619
"182",6,100,90,50,15.7894736842105,80.9523809523809
"183",6,100,70,50,31.5789473684211,71.4285714285714
"184",6,100,70,0,42.1052631578947,57.1428571428571
"185",6,100,80,33.3333333333333,21.0526315789474,71.4285714285714
"186",6,100,60,33.3333333333333,26.3157894736842,61.9047619047619
"187",6,100,90,50,26.3157894736842,80.9523809523809
"188",6,100,70,50,10.5263157894737,71.4285714285714
"189",6,100,60,33.3333333333333,5.26315789473684,61.9047619047619
"190",6,100,50,50,10.5263157894737,61.9047619047619
"191",6,100,90,16.6666666666667,21.0526315789474,71.4285714285714
"192",6,100,80,16.6666666666667,10.5263157894737,66.6666666666667
"193",6,40,70,100,26.3157894736842,71.4285714285714
"194",6,100,70,33.3333333333333,10.5263157894737,66.6666666666667
"195",6,100,50,33.3333333333333,21.0526315789474,57.1428571428571
"196",6,100,50,33.3333333333333,10.5263157894737,57.1428571428571
"197",6,100,100,50,15.7894736842105,85.7142857142857
"198",6,100,90,16.6666666666667,21.0526315789474,71.4285714285714
"199",6,100,80,16.6666666666667,5.26315789473684,66.6666666666667
"200",6,100,80,16.6666666666667,26.3157894736842,66.6666666666667
"201",10,100,90,30,33.3333333333333,68
"202",10,100,70,50,20,68
"203",10,100,100,50,6.66666666666667,80
"204",10,100,90,40,13.3333333333333,72
"205",10,100,90,50,20,76
"206",10,100,90,50,13.3333333333333,76
"207",10,100,50,40,26.6666666666667,56
"208",10,100,90,20,26.6666666666667,64
"209",10,100,100,60,13.3333333333333,84
"210",10,100,80,40,13.3333333333333,68
"211",10,100,70,40,13.3333333333333,64
"212",10,100,70,40,6.66666666666667,64
"213",10,100,70,40,6.66666666666667,64
"214",10,100,70,40,26.6666666666667,64
"215",10,100,90,50,20,76
"216",10,100,80,30,20,64
"217",10,100,60,60,13.3333333333333,68
"218",10,100,90,50,6.66666666666667,76
"219",10,100,70,40,20,64
"220",10,100,60,50,6.66666666666667,64
"221",10,100,70,60,13.3333333333333,72
"222",10,100,70,60,0,72
"223",10,100,60,50,20,64
"224",10,100,100,50,20,80
"225",10,100,80,40,6.66666666666667,68
"226",10,100,80,30,6.66666666666667,64
"227",10,100,80,60,26.6666666666667,76
"228",10,100,80,40,13.3333333333333,68
"229",10,100,90,60,20,80
"230",10,100,70,40,13.3333333333333,64
"231",10,100,80,60,13.3333333333333,76
"232",10,100,80,30,13.3333333333333,64
"233",10,100,80,10,13.3333333333333,56
"234",10,100,70,50,20,68
"235",10,100,70,50,20,68
"236",10,100,50,40,6.66666666666667,56
"237",10,100,70,40,13.3333333333333,64
"238",10,100,80,10,0,56
"239",10,100,90,40,26.6666666666667,72
"240",10,100,70,50,0,68
"241",10,100,60,50,6.66666666666667,64
"242",10,100,70,40,13.3333333333333,64
"243",10,100,80,30,26.6666666666667,64
"244",10,100,90,40,26.6666666666667,72
"245",10,100,60,10,0,48
"246",10,100,100,50,26.6666666666667,80
"247",10,100,40,40,33.3333333333333,52
"248",10,100,60,50,6.66666666666667,64
"249",10,100,80,50,20,72
"250",10,100,70,50,0,68
"251",10,100,50,50,13.3333333333333,60
"252",10,100,60,50,33.3333333333333,64
"253",10,100,100,50,26.6666666666667,80
"254",10,100,70,50,26.6666666666667,68
"255",10,100,80,50,13.3333333333333,72
"256",10,100,100,40,26.6666666666667,76
"257",10,100,50,30,6.66666666666667,52
"258",10,100,80,30,13.3333333333333,64
"259",10,100,50,30,0,52
"260",10,100,80,40,6.66666666666667,68
"261",10,100,70,40,46.6666666666667,64
"262",10,100,80,20,13.3333333333333,60
"263",10,100,70,30,13.3333333333333,60
"264",10,100,60,40,26.6666666666667,60
"265",10,100,80,40,13.3333333333333,68
"266",10,100,70,40,26.6666666666667,64
"267",10,100,80,20,33.3333333333333,60
"268",10,100,60,40,33.3333333333333,60
"269",10,100,90,20,6.66666666666667,64
"270",10,100,90,30,20,68
"271",10,100,30,40,20,48
"272",10,100,60,50,26.6666666666667,64
"273",10,100,80,50,6.66666666666667,72
"274",10,100,60,50,6.66666666666667,64
"275",10,100,60,40,6.66666666666667,60
"276",10,100,70,30,13.3333333333333,60
"277",10,100,100,60,6.66666666666667,84
"278",10,100,90,30,13.3333333333333,68
"279",10,100,80,30,0,64
"280",10,100,80,20,33.3333333333333,60
"281",10,100,90,30,20,68
"282",10,100,70,40,13.3333333333333,64
"283",10,100,70,30,33.3333333333333,60
"284",10,100,80,40,6.66666666666667,68
"285",10,100,70,40,20,64
"286",10,100,90,40,6.66666666666667,72
"287",10,100,90,40,6.66666666666667,72
"288",10,100,80,50,20,72
"289",10,100,100,20,6.66666666666667,68
"290",10,100,100,50,26.6666666666667,80
"291",10,100,90,40,33.3333333333333,72
"292",10,100,70,50,13.3333333333333,68
"293",10,100,70,50,26.6666666666667,68
"294",10,100,90,30,13.3333333333333,68
"295",10,100,70,30,13.3333333333333,60
"296",10,100,80,50,13.3333333333333,72
"297",10,100,70,40,13.3333333333333,64
"298",10,100,80,40,13.3333333333333,68
"299",10,100,90,30,6.66666666666667,68
"300",10,100,60,40,13.3333333333333,60
"301",14,100,90,50,27.2727272727273,72.4137931034483
"302",14,100,70,64.2857142857143,27.2727272727273,72.4137931034483
"303",14,100,70,57.1428571428571,0,68.9655172413793
"304",14,100,70,42.8571428571429,18.1818181818182,62.0689655172414
"305",14,100,90,42.8571428571429,9.09090909090909,68.9655172413793
"306",14,100,90,42.8571428571429,18.1818181818182,68.9655172413793
"307",14,100,80,35.7142857142857,9.09090909090909,62.0689655172414
"308",14,100,70,35.7142857142857,18.1818181818182,58.6206896551724
"309",14,100,90,50,9.09090909090909,72.4137931034483
"310",14,100,90,42.8571428571429,54.5454545454545,68.9655172413793
"311",14,100,70,64.2857142857143,9.09090909090909,72.4137931034483
"312",14,100,90,21.4285714285714,9.09090909090909,58.6206896551724
"313",14,100,80,35.7142857142857,0,62.0689655172414
"314",14,100,100,57.1428571428571,18.1818181818182,79.3103448275862
"315",14,100,80,35.7142857142857,0,62.0689655172414
"316",14,100,80,57.1428571428571,36.3636363636364,72.4137931034483
"317",14,100,50,50,27.2727272727273,58.6206896551724
"318",14,100,60,42.8571428571429,27.2727272727273,58.6206896551724
"319",14,100,90,35.7142857142857,0,65.5172413793103
"320",14,100,70,50,0,65.5172413793103
"321",14,100,90,57.1428571428571,18.1818181818182,75.8620689655172
"322",14,100,80,50,9.09090909090909,68.9655172413793
"323",14,100,90,35.7142857142857,18.1818181818182,65.5172413793103
"324",14,100,70,50,18.1818181818182,65.5172413793103
"325",14,100,80,50,18.1818181818182,68.9655172413793
