"","cor_val","pct_strong_vec","pct_wai_vec","pct_wbc_vec","type1_error_vec","power_vec"
"346",0.7,100,70,50,20,68
"347",0.7,100,90,30,20,68
"348",0.7,100,100,30,20,72
"349",0.7,100,70,40,26.6666666666667,64
"350",0.7,100,80,50,20,72
"351",0.7,100,90,40,26.6666666666667,72
"352",0.7,100,70,40,0,64
"353",0.7,100,50,30,26.6666666666667,52
"354",0.7,100,80,30,20,64
"355",0.7,100,100,40,6.66666666666667,76
"356",0.7,100,80,30,13.3333333333333,64
"357",0.7,100,40,30,26.6666666666667,48
"358",0.7,100,50,50,33.3333333333333,60
"359",0.7,100,40,30,20,48
"360",0.7,100,100,50,40,80
"361",0.7,100,90,30,6.66666666666667,68
"362",0.7,100,90,20,13.3333333333333,64
"363",0.7,100,50,50,26.6666666666667,60
"364",0.7,100,90,40,13.3333333333333,72
"365",0.7,100,70,10,13.3333333333333,52
"366",0.7,100,60,60,13.3333333333333,68
"367",0.7,100,90,40,0,72
"368",0.7,100,60,30,33.3333333333333,56
"369",0.7,100,80,50,6.66666666666667,72
"370",0.7,100,60,70,33.3333333333333,72
"371",0.7,100,70,70,33.3333333333333,76
"372",0.7,100,60,40,6.66666666666667,60
"373",0.7,100,50,40,6.66666666666667,56
"374",0.7,100,70,50,13.3333333333333,68
"375",0.7,100,80,60,13.3333333333333,76
"376",0.7,100,90,40,20,72
"377",0.7,100,70,40,26.6666666666667,64
"378",0.7,100,50,30,0,52
"379",0.7,100,90,40,33.3333333333333,72
"380",0.7,100,50,50,13.3333333333333,60
"381",0.7,100,100,50,6.66666666666667,80
"382",0.7,100,90,30,20,68
"383",0.7,100,60,20,20,52
"384",0.7,100,90,40,20,72
"385",0.7,100,70,50,6.66666666666667,68
"386",0.7,100,70,30,6.66666666666667,60
"387",0.7,100,90,50,13.3333333333333,76
"388",0.7,100,80,30,13.3333333333333,64
"389",0.7,100,80,30,6.66666666666667,64
"390",0.7,100,40,30,13.3333333333333,48
"391",0.7,100,70,60,6.66666666666667,72
